,pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
148,48,Alberta,Alberta,17-03-2020,74,0,0.0,74,11487.0,,,2628.0,18,32.14,1.69,0.0,0.0,0.0,1249.0,,100.0,74.0,1.69,,,,,,,,
149,47,Saskatchewan,Saskatchewan,17-03-2020,2,5,0.0,7,1066.0,,,908.0,1,16.67,0.6,0.0,0.0,0.0,185.0,,100.0,7.0,0.6,,,,,,,,
150,46,Manitoba,Manitoba,17-03-2020,7,0,0.0,7,2216.0,,,1618.0,0,0.0,0.51,0.0,0.0,0.0,368.0,,100.0,7.0,0.51,,,,,,,,
151,35,Ontario,Ontario,17-03-2020,177,0,1.0,177,11167.0,,,767.0,32,22.07,1.22,0.01,0.0,0.56,989.0,,99.44,176.0,1.21,,,,,,,,
152,24,Quebec,Québec,17-03-2020,50,0,0.0,50,4870.0,,,574.0,11,28.21,0.59,0.0,0.0,0.0,1741.0,,100.0,50.0,0.59,,,,,,,,
153,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-03-2020,0,1,0.0,1,161.0,,,309.0,0,0.0,0.19,0.0,0.0,0.0,0.0,,100.0,1.0,0.19,,,,,,,,
154,13,New Brunswick,Nouveau-Brunswick,17-03-2020,2,5,0.0,7,295.0,,,380.0,1,16.67,0.9,0.0,0.0,0.0,152.0,,100.0,7.0,0.9,,,,,,,,
155,12,Nova Scotia,Nouvelle-Écosse,17-03-2020,0,5,0.0,5,1075.0,,,1107.0,2,66.67,0.51,0.0,0.0,0.0,0.0,,100.0,5.0,0.51,,,,,,,,
156,11,Prince Edward Island,Île-du-Prince-Édouard,17-03-2020,1,0,0.0,1,75.0,,,478.0,0,0.0,0.64,0.0,0.0,0.0,69.0,,100.0,1.0,0.64,,,,,,,,
157,60,Yukon,Yukon,17-03-2020,0,0,0.0,0,0.0,,,,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,
158,61,Northwest Territories,Territoires du Nord-Ouest,17-03-2020,0,0,0.0,0,145.0,,,3235.0,0,0.0,0.0,0.0,0.0,,7.0,,,,0.0,,,,,,,,
159,62,Nunavut,Nunavut,17-03-2020,0,0,0.0,0,7.0,,,181.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,
160,99,Repatriated travellers,Voyageurs rapatriés,17-03-2020,8,0,0.0,8,29.0,,,,4,100.0,,,0.0,0.0,0.0,,100.0,8.0,,,,,,,,,
161,1,Canada,Canada,17-03-2020,424,16,8.0,440,44176.0,,,1175.0,99,29.03,1.17,0.02,3.0,1.82,6446.0,,98.18,432.0,1.15,,,,,,,,
162,59,British Columbia,Colombie-Britannique,18-03-2020,186,0,7.0,186,13388.0,,,2640.0,83,80.58,3.67,0.14,0.0,3.76,1776.0,,96.24,179.0,3.53,,,,,,,,
163,48,Alberta,Alberta,18-03-2020,97,0,0.0,97,13686.0,,,3131.0,23,31.08,2.22,0.0,0.0,0.0,2199.0,,100.0,97.0,2.22,,,,,,,,
164,47,Saskatchewan,Saskatchewan,18-03-2020,2,6,0.0,8,1910.0,,,1626.0,1,14.29,0.68,0.0,0.0,0.0,844.0,,100.0,8.0,0.68,,,,,,,,
165,46,Manitoba,Manitoba,18-03-2020,8,7,0.0,15,2739.0,,,2000.0,8,114.29,1.1,0.0,0.0,0.0,523.0,,100.0,15.0,1.1,,,,,,,,
166,35,Ontario,Ontario,18-03-2020,189,0,1.0,189,13869.0,,,952.0,12,6.78,1.3,0.01,0.0,0.53,2702.0,,99.47,188.0,1.29,,,,,,,,
167,24,Quebec,Québec,18-03-2020,74,0,1.0,74,5880.0,,,693.0,24,48.0,0.87,0.01,1.0,1.35,1010.0,,98.65,73.0,0.86,,,,,,,,
168,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-03-2020,0,3,0.0,3,161.0,,,309.0,2,200.0,0.58,0.0,0.0,0.0,0.0,,100.0,3.0,0.58,,,,,,,,
169,13,New Brunswick,Nouveau-Brunswick,18-03-2020,2,6,0.0,8,408.0,,,525.0,1,14.29,1.03,0.0,0.0,0.0,113.0,,100.0,8.0,1.03,,,,,,,,
170,12,Nova Scotia,Nouvelle-Écosse,18-03-2020,1,6,0.0,7,1278.0,,,1316.0,2,40.0,0.72,0.0,0.0,0.0,203.0,,100.0,7.0,0.72,,,,,,,,
171,11,Prince Edward Island,Île-du-Prince-Édouard,18-03-2020,1,0,0.0,1,75.0,,,478.0,0,0.0,0.64,0.0,0.0,0.0,0.0,,100.0,1.0,0.64,,,,,,,,
172,60,Yukon,Yukon,18-03-2020,0,0,0.0,0,0.0,,,,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,
173,61,Northwest Territories,Territoires du Nord-Ouest,18-03-2020,0,0,0.0,0,145.0,,,3235.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,
174,62,Nunavut,Nunavut,18-03-2020,0,0,0.0,0,7.0,,,181.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,
175,99,Repatriated travellers,Voyageurs rapatriés,18-03-2020,9,0,0.0,9,29.0,,,,1,12.5,,,0.0,0.0,0.0,,100.0,9.0,,,,,,,,,
176,1,Canada,Canada,18-03-2020,569,28,9.0,597,53546.0,,,1425.0,157,35.68,1.59,0.02,1.0,1.51,9370.0,,98.49,588.0,1.56,,,,,,,,
177,59,British Columbia,Colombie-Britannique,19-03-2020,271,0,8.0,271,16382.0,,,3230.0,85,45.7,5.34,0.16,1.0,2.95,2994.0,,97.05,263.0,5.19,,,,,,,,
178,48,Alberta,Alberta,19-03-2020,146,0,1.0,146,16507.0,,,3776.0,49,50.52,3.34,0.02,1.0,0.68,2821.0,,99.32,145.0,3.32,,,,,,,,
179,47,Saskatchewan,Saskatchewan,19-03-2020,8,12,0.0,20,1910.0,,,1626.0,12,150.0,1.7,0.0,0.0,0.0,0.0,,100.0,20.0,1.7,,,,,,,,
180,46,Manitoba,Manitoba,19-03-2020,17,0,0.0,17,3189.0,,,2329.0,2,13.33,1.24,0.0,0.0,0.0,450.0,,100.0,17.0,1.24,,,,,,,,
181,35,Ontario,Ontario,19-03-2020,258,0,2.0,258,18488.0,,,1269.0,69,36.51,1.77,0.01,1.0,0.78,4619.0,,99.22,256.0,1.76,,,,,,,,
182,24,Quebec,Québec,19-03-2020,121,0,1.0,121,6757.0,,,796.0,47,63.51,1.43,0.01,0.0,0.83,877.0,,99.17,120.0,1.41,,,,,,,,
183,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-03-2020,1,2,0.0,3,267.0,,,512.0,0,0.0,0.58,0.0,0.0,0.0,106.0,,100.0,3.0,0.58,,,,,,,,
184,13,New Brunswick,Nouveau-Brunswick,19-03-2020,7,4,0.0,11,527.0,,,678.0,3,37.5,1.42,0.0,0.0,0.0,119.0,,100.0,11.0,1.42,,,,,,,,
185,12,Nova Scotia,Nouvelle-Écosse,19-03-2020,5,9,0.0,14,1520.0,,,1565.0,7,100.0,1.44,0.0,0.0,0.0,242.0,,100.0,14.0,1.44,,,,,,,,
186,11,Prince Edward Island,Île-du-Prince-Édouard,19-03-2020,2,0,0.0,2,75.0,,,478.0,1,100.0,1.27,0.0,0.0,0.0,0.0,,100.0,2.0,1.27,,,,,,,,
187,60,Yukon,Yukon,19-03-2020,0,0,0.0,0,0.0,,,,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,
188,61,Northwest Territories,Territoires du Nord-Ouest,19-03-2020,0,0,0.0,0,221.0,,,4930.0,0,0.0,0.0,0.0,0.0,,76.0,,,,0.0,,,,,,,,
189,62,Nunavut,Nunavut,19-03-2020,0,0,0.0,0,8.0,,,206.0,0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,,,,,,,,
190,99,Repatriated travellers,Voyageurs rapatriés,19-03-2020,10,0,0.0,10,29.0,,,,1,11.11,,,0.0,0.0,0.0,,100.0,10.0,,,,,,,,,
191,1,Canada,Canada,19-03-2020,846,27,12.0,873,65851.0,,,1752.0,276,46.23,2.32,0.03,3.0,1.37,12305.0,,98.63,861.0,2.29,,,,,,,,
192,59,British Columbia,Colombie-Britannique,20-03-2020,271,0,9.0,271,18792.0,,,3706.0,0,0.0,5.34,0.18,1.0,3.32,2410.0,,96.68,262.0,5.17,,,,,,,,
193,48,Alberta,Alberta,20-03-2020,195,0,1.0,195,19782.0,,,4525.0,49,33.56,4.46,0.02,0.0,0.51,3275.0,,99.49,194.0,4.44,,,,,,,,
194,47,Saskatchewan,Saskatchewan,20-03-2020,8,18,0.0,26,1910.0,,,1626.0,6,30.0,2.21,0.0,0.0,0.0,0.0,,100.0,26.0,2.21,,,,,,,,
195,46,Manitoba,Manitoba,20-03-2020,17,0,0.0,17,3367.0,,,2459.0,0,0.0,1.24,0.0,0.0,0.0,178.0,,100.0,17.0,1.24,,,,,,,,
196,35,Ontario,Ontario,20-03-2020,311,0,2.0,311,21499.0,,,1476.0,53,20.54,2.14,0.01,0.0,0.64,3011.0,,99.36,309.0,2.12,,,,,,,,
197,24,Quebec,Québec,20-03-2020,139,0,1.0,139,8539.0,,,1006.0,18,14.88,1.64,0.01,0.0,0.72,1782.0,,99.28,138.0,1.63,,,,,,,,
198,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-03-2020,3,1,0.0,4,287.0,,,550.0,1,33.33,0.77,0.0,0.0,0.0,20.0,,100.0,4.0,0.77,,,,,,,,
199,13,New Brunswick,Nouveau-Brunswick,20-03-2020,7,4,0.0,11,640.0,,,824.0,0,0.0,1.42,0.0,0.0,0.0,113.0,,100.0,11.0,1.42,,,,,,,,
200,12,Nova Scotia,Nouvelle-Écosse,20-03-2020,5,10,0.0,15,1647.0,,,1695.0,1,7.14,1.54,0.0,0.0,0.0,127.0,,100.0,15.0,1.54,,,,,,,,
201,11,Prince Edward Island,Île-du-Prince-Édouard,20-03-2020,2,0,0.0,2,75.0,,,478.0,0,0.0,1.27,0.0,0.0,0.0,0.0,,100.0,2.0,1.27,,,,,,,,
202,60,Yukon,Yukon,20-03-2020,0,0,0.0,0,0.0,,,,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,
203,61,Northwest Territories,Territoires du Nord-Ouest,20-03-2020,0,0,0.0,0,268.0,,,5979.0,0,0.0,0.0,0.0,0.0,,47.0,,,,0.0,,,,,,,,
204,62,Nunavut,Nunavut,20-03-2020,0,0,0.0,0,8.0,,,206.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,
205,99,Repatriated travellers,Voyageurs rapatriés,20-03-2020,13,0,0.0,13,29.0,,,,3,30.0,,,0.0,0.0,0.0,,100.0,13.0,,,,,,,,,
206,1,Canada,Canada,20-03-2020,971,33,13.0,1004,76814.0,,,2044.0,131,15.01,2.67,0.03,1.0,1.29,10963.0,,98.71,991.0,2.64,,,,,,,,
207,59,British Columbia,Colombie-Britannique,21-03-2020,424,0,10.0,424,20417.0,,,4026.0,153,56.46,8.36,0.2,1.0,2.36,1625.0,,97.64,414.0,8.16,,,,,,,,
208,48,Alberta,Alberta,21-03-2020,226,0,1.0,226,23060.0,,,5275.0,31,15.9,5.17,0.02,0.0,0.44,3278.0,,99.56,225.0,5.15,,,,,,,,
209,47,Saskatchewan,Saskatchewan,21-03-2020,25,19,0.0,44,3807.0,,,3241.0,18,69.23,3.75,0.0,0.0,0.0,1897.0,,100.0,44.0,3.75,,,,,,,,
210,46,Manitoba,Manitoba,21-03-2020,11,8,0.0,19,3668.0,,,2678.0,2,11.76,1.39,0.0,0.0,0.0,301.0,,100.0,19.0,1.39,,,,,,,,
211,35,Ontario,Ontario,21-03-2020,377,0,3.0,377,25470.0,,,1749.0,66,21.22,2.59,0.02,1.0,0.8,3971.0,,99.2,374.0,2.57,,,,,,,,
212,24,Quebec,Québec,21-03-2020,202,19,4.0,221,8539.0,,,1006.0,82,58.99,2.6,0.05,3.0,1.81,0.0,,98.19,217.0,2.56,,,,,,,,
213,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-03-2020,3,3,0.0,6,299.0,,,573.0,2,50.0,1.15,0.0,0.0,0.0,12.0,,100.0,6.0,1.15,,,,,,,,
214,13,New Brunswick,Nouveau-Brunswick,21-03-2020,9,8,0.0,17,865.0,,,1114.0,6,54.55,2.19,0.0,0.0,0.0,225.0,,100.0,17.0,2.19,,,,,,,,
215,12,Nova Scotia,Nouvelle-Écosse,21-03-2020,9,12,0.0,21,1956.0,,,2014.0,6,40.0,2.16,0.0,0.0,0.0,309.0,,100.0,21.0,2.16,,,,,,,,
216,11,Prince Edward Island,Île-du-Prince-Édouard,21-03-2020,2,0,0.0,2,75.0,,,478.0,0,0.0,1.27,0.0,0.0,0.0,0.0,,100.0,2.0,1.27,,,,,,,,
217,60,Yukon,Yukon,21-03-2020,0,0,0.0,0,416.0,,,10183.0,0,0.0,0.0,0.0,0.0,,416.0,,,,0.0,,,,,,,,
218,61,Northwest Territories,Territoires du Nord-Ouest,21-03-2020,1,0,0.0,1,301.0,,,6715.0,1,0.0,2.23,0.0,0.0,0.0,33.0,,100.0,1.0,2.23,,,,,,,,
219,62,Nunavut,Nunavut,21-03-2020,0,0,0.0,0,10.0,,,258.0,0,0.0,0.0,0.0,0.0,,2.0,,,,0.0,,,,,,,,
220,99,Repatriated travellers,Voyageurs rapatriés,21-03-2020,13,0,0.0,13,29.0,,,,0,0.0,,,0.0,0.0,0.0,,100.0,13.0,,,,,,,,,
221,1,Canada,Canada,21-03-2020,1302,69,18.0,1371,88883.0,,,2365.0,367,36.55,3.65,0.05,5.0,1.31,12069.0,,98.69,1353.0,3.6,,,,,,,,
222,59,British Columbia,Colombie-Britannique,22-03-2020,424,0,10.0,424,22135.0,,,4365.0,0,0.0,8.36,0.2,0.0,2.36,1718.0,,97.64,414.0,8.16,,,,,,,,
223,48,Alberta,Alberta,22-03-2020,259,0,1.0,259,26999.0,,,6176.0,33,14.6,5.92,0.02,0.0,0.39,3939.0,,99.61,258.0,5.9,,,,,,,,
224,47,Saskatchewan,Saskatchewan,22-03-2020,33,19,0.0,52,4407.0,,,3752.0,8,18.18,4.43,0.0,0.0,0.0,600.0,,100.0,52.0,4.43,,,,,,,,
225,46,Manitoba,Manitoba,22-03-2020,11,8,0.0,19,3936.0,,,2874.0,0,0.0,1.39,0.0,0.0,0.0,268.0,,100.0,19.0,1.39,,,,,,,,
226,35,Ontario,Ontario,22-03-2020,425,0,5.0,425,28570.0,,,1961.0,48,12.73,2.92,0.03,2.0,1.18,3100.0,,98.82,420.0,2.88,,,,,,,,
227,24,Quebec,Québec,22-03-2020,221,0,4.0,221,8539.0,,,1006.0,0,0.0,2.6,0.05,0.0,1.81,0.0,,98.19,217.0,2.56,,,,,,,,
228,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-03-2020,3,6,0.0,9,299.0,,,573.0,3,50.0,1.73,0.0,0.0,0.0,0.0,,100.0,9.0,1.73,,,,,,,,
229,13,New Brunswick,Nouveau-Brunswick,22-03-2020,9,8,0.0,17,924.0,,,1189.0,0,0.0,2.19,0.0,0.0,0.0,59.0,,100.0,17.0,2.19,,,,,,,,
230,12,Nova Scotia,Nouvelle-Écosse,22-03-2020,28,0,0.0,28,2210.0,,,2275.0,7,33.33,2.88,0.0,0.0,0.0,254.0,,100.0,28.0,2.88,,,,,,,,
231,11,Prince Edward Island,Île-du-Prince-Édouard,22-03-2020,3,0,0.0,3,75.0,,,478.0,1,50.0,1.91,0.0,0.0,0.0,0.0,,100.0,3.0,1.91,,,,,,,,
232,60,Yukon,Yukon,22-03-2020,0,0,0.0,0,416.0,,,10183.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,
233,61,Northwest Territories,Territoires du Nord-Ouest,22-03-2020,1,0,0.0,1,301.0,,,6715.0,0,0.0,2.23,0.0,0.0,0.0,0.0,,100.0,1.0,2.23,,,,,,,,
234,62,Nunavut,Nunavut,22-03-2020,0,0,0.0,0,13.0,,,335.0,0,0.0,0.0,0.0,0.0,,3.0,,,,0.0,,,,,,,,
235,99,Repatriated travellers,Voyageurs rapatriés,22-03-2020,13,0,0.0,13,29.0,,,,0,0.0,,,0.0,0.0,0.0,,100.0,13.0,,,,,,,,,
236,1,Canada,Canada,22-03-2020,1430,41,20.0,1471,98824.0,,,2629.0,100,7.29,3.91,0.05,2.0,1.36,9941.0,,98.64,1451.0,3.86,,,,,,,,
237,59,British Columbia,Colombie-Britannique,23-03-2020,472,0,13.0,472,23460.0,,,4626.0,48,11.32,9.31,0.26,3.0,2.75,1325.0,,97.25,459.0,9.05,,,,,,,,
238,48,Alberta,Alberta,23-03-2020,301,0,1.0,301,29757.0,,,6807.0,42,16.22,6.89,0.02,0.0,0.33,2758.0,,99.67,300.0,6.86,,,,,,,,
239,47,Saskatchewan,Saskatchewan,23-03-2020,65,1,0.0,66,5130.0,,,4368.0,14,26.92,5.62,0.0,0.0,0.0,723.0,,100.0,66.0,5.62,,,,,,,,
240,46,Manitoba,Manitoba,23-03-2020,11,9,0.0,20,4133.0,,,3018.0,1,5.26,1.46,0.0,0.0,0.0,197.0,,100.0,20.0,1.46,,,,,,,,
241,35,Ontario,Ontario,23-03-2020,503,0,6.0,503,30688.0,,,2107.0,78,18.35,3.45,0.04,1.0,1.19,2118.0,,98.81,497.0,3.41,,,,,,,,
242,24,Quebec,Québec,23-03-2020,221,407,4.0,628,8539.0,,,1006.0,407,184.16,7.4,0.05,0.0,0.64,0.0,,99.36,624.0,7.35,,,,,,,,
243,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-03-2020,4,20,0.0,24,894.0,,,1714.0,15,166.67,4.6,0.0,0.0,0.0,595.0,,100.0,24.0,4.6,,,,,,,,
244,13,New Brunswick,Nouveau-Brunswick,23-03-2020,9,8,0.0,17,1139.0,,,1466.0,0,0.0,2.19,0.0,0.0,0.0,215.0,,100.0,17.0,2.19,,,,,,,,
245,12,Nova Scotia,Nouvelle-Écosse,23-03-2020,41,0,0.0,41,2408.0,,,2479.0,13,46.43,4.22,0.0,0.0,0.0,198.0,,100.0,41.0,4.22,,,,,,,,
246,11,Prince Edward Island,Île-du-Prince-Édouard,23-03-2020,3,0,0.0,3,206.0,,,1313.0,0,0.0,1.91,0.0,0.0,0.0,131.0,,100.0,3.0,1.91,,,,,,,,
247,60,Yukon,Yukon,23-03-2020,2,0,0.0,2,416.0,,,10183.0,0,0.0,4.9,0.0,0.0,0.0,0.0,,100.0,2.0,4.9,,,,,,,,
248,61,Northwest Territories,Territoires du Nord-Ouest,23-03-2020,1,0,0.0,1,364.0,,,8120.0,0,0.0,2.23,0.0,0.0,0.0,63.0,,100.0,1.0,2.23,,,,,,,,
249,62,Nunavut,Nunavut,23-03-2020,0,0,0.0,0,13.0,,,335.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,
250,99,Repatriated travellers,Voyageurs rapatriés,23-03-2020,13,0,0.0,13,76.0,,,,0,0.0,,,0.0,0.0,47.0,,100.0,13.0,,,,,,,,,
251,1,Canada,Canada,23-03-2020,1646,445,24.0,2091,107147.0,,,2850.0,620,42.15,5.56,0.06,4.0,1.15,8323.0,,98.85,2067.0,5.5,,,,,,,,
252,59,British Columbia,Colombie-Britannique,24-03-2020,617,0,13.0,617,26305.0,,,5187.0,145,30.72,12.17,0.26,0.0,2.11,2845.0,,97.89,604.0,11.91,578.0,11.4,12.0,0.24,73.0,1.45,1.0,0.02
253,48,Alberta,Alberta,24-03-2020,358,0,2.0,358,32776.0,,,7498.0,57,18.94,8.19,0.05,1.0,0.56,3019.0,,99.44,356.0,8.14,344.0,7.87,2.0,0.05,41.0,0.93,0.0,0.01
254,47,Saskatchewan,Saskatchewan,24-03-2020,72,0,0.0,72,5604.0,,,4772.0,6,9.09,6.13,0.0,0.0,0.0,474.0,,100.0,72.0,6.13,72.0,6.13,0.0,0.0,9.0,0.79,0.0,0.0
255,46,Manitoba,Manitoba,24-03-2020,11,10,0.0,21,4406.0,,,3217.0,1,5.0,1.53,0.0,0.0,0.0,273.0,,100.0,21.0,1.53,21.0,1.53,0.0,0.0,2.0,0.15,0.0,0.0
256,35,Ontario,Ontario,24-03-2020,588,0,8.0,588,34727.0,,,2384.0,85,16.9,4.04,0.05,2.0,1.36,4039.0,,98.64,580.0,3.98,554.0,3.8,8.0,0.05,59.0,0.4,1.0,0.01
257,24,Quebec,Québec,24-03-2020,221,792,4.0,1013,15071.0,,,1776.0,385,61.31,11.94,0.05,0.0,0.39,6532.0,,99.61,1009.0,11.89,1009.0,11.89,4.0,0.05,138.0,1.62,1.0,0.01
258,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-03-2020,4,31,0.0,35,1087.0,,,2084.0,11,45.83,6.71,0.0,0.0,0.0,193.0,,100.0,35.0,6.71,35.0,6.71,0.0,0.0,5.0,0.93,0.0,0.0
259,13,New Brunswick,Nouveau-Brunswick,24-03-2020,18,0,0.0,18,1261.0,,,1623.0,1,5.88,2.32,0.0,0.0,0.0,122.0,,100.0,18.0,2.32,18.0,2.32,0.0,0.0,2.0,0.2,0.0,0.0
260,12,Nova Scotia,Nouvelle-Écosse,24-03-2020,51,0,0.0,51,2641.0,,,2719.0,10,24.39,5.25,0.0,0.0,0.0,233.0,,100.0,51.0,5.25,51.0,5.25,0.0,0.0,7.0,0.68,0.0,0.0
261,11,Prince Edward Island,Île-du-Prince-Édouard,24-03-2020,3,0,0.0,3,206.0,,,1313.0,0,0.0,1.91,0.0,0.0,0.0,0.0,,100.0,3.0,1.91,3.0,1.91,0.0,0.0,0.0,0.18,0.0,0.0
262,60,Yukon,Yukon,24-03-2020,2,0,0.0,2,416.0,,,10183.0,0,0.0,4.9,0.0,0.0,0.0,0.0,,100.0,2.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,61,Northwest Territories,Territoires du Nord-Ouest,24-03-2020,1,0,0.0,1,481.0,,,10730.0,0,0.0,2.23,0.0,0.0,0.0,117.0,,100.0,1.0,2.23,1.0,2.23,0.0,0.0,0.0,0.32,0.0,0.0
264,62,Nunavut,Nunavut,24-03-2020,0,0,0.0,0,81.0,,,2089.0,0,0.0,0.0,0.0,0.0,,68.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,99,Repatriated travellers,Voyageurs rapatriés,24-03-2020,13,0,0.0,13,76.0,,,,0,0.0,,,0.0,0.0,0.0,,100.0,13.0,,13.0,,0.0,,1.0,,0.0,
266,1,Canada,Canada,24-03-2020,1959,833,27.0,2792,125062.0,,,3327.0,701,33.52,7.43,0.07,3.0,0.97,17915.0,,99.03,2765.0,7.36,2715.0,7.22,25.0,0.07,336.0,0.89,3.0,0.01
267,59,British Columbia,Colombie-Britannique,25-03-2020,659,0,14.0,659,28344.0,,,5589.0,42,6.81,12.99,0.28,1.0,2.12,2039.0,,97.88,645.0,12.72,620.0,12.23,13.0,0.26,68.0,1.33,1.0,0.02
268,48,Alberta,Alberta,25-03-2020,419,0,2.0,419,35508.0,,,8123.0,61,17.04,9.59,0.05,0.0,0.48,2732.0,,99.52,417.0,9.54,405.0,9.26,2.0,0.05,46.0,1.05,0.0,0.01
269,47,Saskatchewan,Saskatchewan,25-03-2020,86,0,0.0,86,6111.0,,,5203.0,14,19.44,7.32,0.0,0.0,0.0,507.0,,100.0,86.0,7.32,86.0,7.32,0.0,0.0,11.0,0.95,0.0,0.0
270,46,Manitoba,Manitoba,25-03-2020,11,24,0.0,35,4740.0,,,3461.0,14,66.67,2.56,0.0,0.0,0.0,334.0,,100.0,35.0,2.56,35.0,2.56,0.0,0.0,3.0,0.21,0.0,0.0
271,35,Ontario,Ontario,25-03-2020,688,0,13.0,688,38040.0,,,2611.0,100,17.01,4.72,0.09,5.0,1.89,3313.0,,98.11,675.0,4.63,646.0,4.43,12.0,0.08,71.0,0.49,2.0,0.01
272,24,Quebec,Québec,25-03-2020,1339,0,6.0,1339,27828.0,,,3280.0,326,32.18,15.78,0.07,2.0,0.45,12757.0,,99.55,1333.0,15.71,1332.0,15.7,6.0,0.07,181.0,2.13,1.0,0.01
273,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-03-2020,67,0,0.0,67,1235.0,,,2368.0,32,91.43,12.85,0.0,0.0,0.0,148.0,,100.0,67.0,12.85,67.0,12.85,0.0,0.0,9.0,1.75,0.0,0.0
274,13,New Brunswick,Nouveau-Brunswick,25-03-2020,26,0,0.0,26,1680.0,,,2163.0,8,44.44,3.35,0.0,0.0,0.0,419.0,,100.0,26.0,3.35,26.0,3.35,0.0,0.0,3.0,0.33,0.0,0.0
275,12,Nova Scotia,Nouvelle-Écosse,25-03-2020,68,0,0.0,68,3008.0,,,3097.0,17,33.33,7.0,0.0,0.0,0.0,367.0,,100.0,68.0,7.0,68.0,7.0,0.0,0.0,9.0,0.9,0.0,0.0
276,11,Prince Edward Island,Île-du-Prince-Édouard,25-03-2020,5,0,0.0,5,301.0,,,1918.0,2,66.67,3.19,0.0,0.0,0.0,95.0,,100.0,5.0,3.19,5.0,3.19,0.0,0.0,1.0,0.36,0.0,0.0
277,60,Yukon,Yukon,25-03-2020,3,0,0.0,3,416.0,,,10183.0,0,0.0,7.34,0.0,0.0,0.0,0.0,,100.0,3.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,61,Northwest Territories,Territoires du Nord-Ouest,25-03-2020,1,0,0.0,1,481.0,,,10730.0,0,0.0,2.23,0.0,0.0,0.0,0.0,,100.0,1.0,2.23,1.0,2.23,0.0,0.0,0.0,0.32,0.0,0.0
279,62,Nunavut,Nunavut,25-03-2020,0,0,0.0,0,97.0,,,2501.0,0,0.0,0.0,0.0,0.0,,16.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,99,Repatriated travellers,Voyageurs rapatriés,25-03-2020,13,0,0.0,13,76.0,,,,0,0.0,,,0.0,0.0,0.0,,100.0,13.0,,12.0,,0.0,,1.0,,0.0,
281,1,Canada,Canada,25-03-2020,3385,24,35.0,3409,147789.0,,,3932.0,617,22.1,9.07,0.09,8.0,1.03,22727.0,,98.97,3374.0,8.98,3306.0,8.8,33.0,0.09,402.0,1.07,4.0,0.01
282,59,British Columbia,Colombie-Britannique,26-03-2020,725,0,14.0,725,30238.0,186.0,25.66,5963.0,66,10.02,14.3,0.28,0.0,1.93,1894.0,186.0,72.41,525.0,10.35,679.0,13.39,13.0,0.26,65.0,1.28,1.0,0.02
283,48,Alberta,Alberta,26-03-2020,486,0,2.0,486,36600.0,27.0,5.56,8373.0,67,15.99,11.12,0.05,0.0,0.41,1092.0,27.0,94.03,457.0,10.45,467.0,10.68,2.0,0.05,49.0,1.11,0.0,0.0
284,47,Saskatchewan,Saskatchewan,26-03-2020,95,0,0.0,95,6729.0,3.0,3.16,5729.0,9,10.47,8.09,0.0,0.0,0.0,618.0,3.0,96.84,92.0,7.83,94.0,8.0,0.0,0.0,11.0,0.91,0.0,0.0
285,46,Manitoba,Manitoba,26-03-2020,11,25,0.0,36,5429.0,1.0,2.78,3964.0,1,2.86,2.63,0.0,0.0,0.0,689.0,1.0,97.22,35.0,2.56,35.0,2.56,0.0,0.0,3.0,0.2,0.0,0.0
